Rk,Player,Draft Team,Round,Pick,Draft Year,College,Season,Age,Team,G,GS,AS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Player-additional
669,C.J. Wilcox,LAC,1,28,2014,Washington,2014-15,24,LAC,21,0,0,101,16,38,9,19,7,19,2,2,1,6,7,8,3,1,10,7,41,.421,.474,.368,1.000,.527,.513,G,wilcocj01
670,James Young,BOS,1,17,2014,Kentucky,2014-15,19,BOS,31,0,0,332,36,102,19,36,17,66,16,29,9,33,42,13,8,2,5,22,105,.353,.528,.258,.552,.457,.436,G-F,youngja01
671,Steven Adams,OKC,1,12,2013,Pittsburgh,2013-14,20,OKC,81,20,0,1197,93,185,93,185,0,0,79,136,142,190,332,43,40,57,71,203,265,.503,.503,,.581,.541,.503,C,adamsst01
672,Giannis Antetokounmpo,MIL,1,15,2013,,2013-14,19,MIL,77,23,0,1897,173,418,132,300,41,118,138,202,78,261,339,150,60,61,122,173,525,.414,.440,.347,.683,.518,.463,F-G,antetgi01
673,Anthony Bennett,CLE,1,1,2013,UNLV,2013-14,20,CLE,52,0,0,663,80,225,67,172,13,53,44,69,49,106,155,17,21,8,47,93,217,.356,.390,.245,.638,.425,.384,F,bennean01
674,Lorenzo Brown,MIN,2,52,2013,NC State,2013-14,23,PHI,26,0,0,224,26,86,23,56,3,30,9,13,8,20,28,41,13,3,16,19,64,.302,.411,.100,.692,.349,.320,G,brownlo01
675,Reggie Bullock,LAC,1,25,2013,North Carolina,2013-14,22,LAC,43,0,0,395,43,121,21,48,22,73,7,9,11,43,54,12,9,1,13,26,115,.355,.438,.301,.778,.460,.446,G-F,bullore01
676,Trey Burke,MIN,1,9,2013,Michigan,2013-14,21,UTA,70,68,0,2262,341,897,230,561,111,336,102,113,37,171,208,396,42,6,131,145,895,.380,.410,.330,.903,.473,.442,G,burketr01
677,Nick Calathes,MIN,2,45,2009,Florida,2013-14,24,MEM,71,7,0,1173,142,311,123,250,19,61,44,72,23,114,137,207,66,8,101,117,347,.457,.492,.311,.611,.506,.487,G,calatni01
678,Kentavious Caldwell-Pope,DET,1,8,2013,Georgia,2013-14,20,DET,80,41,0,1583,182,460,123,275,59,185,47,61,38,118,156,55,75,12,28,145,470,.396,.447,.319,.770,.483,.460,G,caldwke01
679,Isaiah Canaan,HOU,2,34,2013,Murray State,2013-14,22,HOU,22,0,0,252,31,87,13,32,18,55,21,29,7,17,24,22,8,4,21,25,101,.356,.406,.327,.724,.506,.460,G,canaais01
680,Michael Carter-Williams,PHI,1,11,2013,Syracuse,2013-14,22,PHI,70,70,0,2414,427,1054,372,846,55,208,258,367,101,336,437,441,130,43,247,213,1167,.405,.440,.264,.703,.480,.431,G,cartemi01
681,Allen Crabbe,CLE,2,31,2013,California,2013-14,21,POR,15,0,0,100,12,33,6,19,6,14,3,4,1,8,9,6,2,1,3,10,33,.364,.316,.429,.750,.475,.455,G-F,crabbal01
682,Gorgui Dieng,UTA,1,21,2013,Louisville,2013-14,24,MIN,60,15,0,818,113,227,112,226,1,1,59,93,103,197,300,39,30,50,54,108,286,.498,.496,1.000,.634,.534,.500,C,dienggo01
683,Carrick Felix,CLE,2,33,2013,Arizona State,2013-14,23,CLE,7,0,0,38,7,14,5,9,2,5,3,4,1,5,6,4,0,0,4,4,19,.500,.556,.400,.750,.603,.571,G,felixca01
684,Jamaal Franklin,MEM,2,41,2013,San Diego State,2013-14,22,MEM,21,0,0,161,16,39,11,28,5,11,2,2,4,19,23,6,4,2,11,23,39,.410,.393,.455,1.000,.489,.474,G,frankja01
685,Rudy Gobert,DEN,1,27,2013,,2013-14,21,UTA,45,0,0,434,36,74,36,74,0,0,32,65,51,104,155,7,8,41,32,57,104,.486,.486,,.492,.507,.486,C,goberru01
686,Archie Goodwin,OKC,1,29,2013,Kentucky,2013-14,19,PHO,52,0,0,533,76,167,71,131,5,36,37,55,25,62,87,20,20,11,44,45,194,.455,.542,.139,.673,.507,.470,G,goodwar01
687,Justin Hamilton,PHI,2,45,2012,Louisiana State,2013-14,23,CHAMIA,8,0,0,72,9,20,6,11,3,9,5,5,4,3,7,0,5,0,4,8,26,.450,.545,.333,1.000,.586,.525,C,hamilju01
688,Tim Hardaway Jr.,NYK,1,24,2013,Michigan,2013-14,21,NYK,81,1,0,1875,294,687,164,329,130,358,106,128,19,102,121,66,44,7,47,144,824,.428,.498,.363,.828,.554,.523,G,hardati02
689,Solomon Hill,IND,1,23,2013,Arizona,2013-14,22,IND,28,0,0,226,17,40,10,17,7,23,6,7,9,32,41,12,5,2,13,19,47,.425,.588,.304,.857,.545,.513,F,hillso01
690,Robbie Hummel,MIN,2,58,2012,Purdue,2013-14,24,MIN,53,5,0,655,67,177,35,88,32,89,15,16,35,97,132,23,16,2,10,57,181,.379,.398,.360,.938,.492,.469,F,hummero01
691,Sergey Karasev,CLE,1,19,2013,,2013-14,20,CLE,22,1,0,156,12,35,8,16,4,19,9,10,0,16,16,6,3,1,11,22,37,.343,.500,.211,.900,.470,.400,G-F,karasse01
692,Ryan Kelly,LAL,2,48,2013,Duke,2013-14,22,LAL,59,25,0,1312,157,371,109,229,48,142,110,135,42,177,219,95,32,45,47,147,472,.423,.476,.338,.815,.548,.488,F,kellyry01
693,Ognjen Kuzmić,GSW,2,52,2012,,2013-14,23,GSW,21,0,0,92,5,13,5,13,0,0,5,11,10,11,21,2,3,4,10,17,15,.385,.385,,.455,.420,.385,C,kuzmiog01
694,Shane Larkin,ATL,1,18,2013,Miami (FL),2013-14,21,DAL,48,0,0,489,52,137,40,99,12,38,16,25,11,31,42,71,26,1,39,46,132,.380,.404,.316,.640,.446,.423,G,larkish01
695,Ricky Ledo,MIL,2,43,2013,Providence,2013-14,21,DAL,11,0,0,33,6,17,3,9,3,8,4,4,0,2,2,2,1,0,2,2,19,.353,.333,.375,1.000,.506,.441,G,ledori01
696,Alex Len,PHO,1,5,2013,Maryland,2013-14,20,PHO,42,3,0,362,33,78,33,78,0,0,20,31,39,60,99,4,4,18,26,68,86,.423,.423,,.645,.469,.423,C,lenal01
697,Ray McCallum,SAC,2,36,2013,Detroit Mercy,2013-14,22,SAC,45,10,0,897,113,300,91,241,22,59,32,43,18,61,79,120,22,9,39,69,280,.377,.378,.373,.744,.439,.413,G,mccalra01
698,CJ McCollum,POR,1,10,2013,Lehigh,2013-14,22,POR,38,0,0,476,74,178,44,98,30,80,23,34,7,41,48,27,14,2,35,53,201,.416,.449,.375,.676,.521,.500,G,mccolcj01
699,Ben McLemore,SAC,1,7,2013,Kansas,2013-14,20,SAC,82,55,0,2187,255,679,160,382,95,297,115,143,53,182,235,82,45,18,96,201,720,.376,.419,.320,.804,.485,.446,G,mclembe01
700,Tony Mitchell,DET,2,37,2013,North Texas,2013-14,21,DET,21,0,0,79,5,12,4,11,1,1,11,19,15,11,26,2,6,3,4,9,22,.417,.364,1.000,.579,.540,.458,F,mitchto02
701,Shabazz Muhammad,UTA,1,14,2013,UCLA,2013-14,21,MIN,37,0,0,290,57,124,54,113,3,11,26,40,24,29,53,6,8,1,16,24,143,.460,.478,.273,.650,.505,.472,F-G,muhamsh01
702,Erik Murphy,CHI,2,49,2013,Florida,2013-14,23,CHI,24,0,0,62,3,13,3,10,0,3,0,0,2,6,8,2,0,4,2,7,6,.231,.300,.000,,.231,.231,F,murpher01
703,Mike Muscala,DAL,2,44,2013,Bucknell,2013-14,22,ATL,20,0,0,215,31,73,31,70,0,3,14,14,17,35,52,7,3,10,12,29,76,.425,.443,.000,1.000,.480,.425,F-C,muscami01
704,Nemanja Nedović,PHO,1,30,2013,,2013-14,22,GSW,24,0,0,142,8,39,5,21,3,18,7,8,3,12,15,13,0,1,13,13,26,.205,.238,.167,.875,.306,.244,G,nedovne01
705,Victor Oladipo,ORL,1,2,2013,Indiana,2013-14,21,ORL,80,44,0,2487,392,936,318,710,74,226,248,318,43,286,329,327,129,37,256,210,1106,.419,.448,.327,.780,.514,.458,G,oladivi01
706,Kelly Olynyk,DAL,1,13,2013,Gonzaga,2013-14,22,BOS,70,9,0,1400,234,502,194,388,40,114,99,122,140,225,365,109,35,27,106,227,607,.466,.500,.351,.811,.546,.506,C-F,olynyke01
707,Mason Plumlee,NJN,1,22,2013,Duke,2013-14,23,BRK,70,22,0,1275,199,302,199,299,0,3,122,195,99,209,308,60,49,55,77,171,520,.659,.666,.000,.626,.670,.659,C-F,plumlma01
708,Otto Porter Jr.,WAS,1,3,2013,Georgetown,2013-14,20,WAS,37,0,0,319,33,91,29,70,4,21,8,12,21,36,57,10,8,1,14,26,78,.363,.414,.190,.667,.405,.385,F,porteot01
709,Glen Rice Jr.,PHI,2,35,2013,Georgia Tech,2013-14,23,WAS,11,1,0,109,11,37,6,20,5,17,5,7,4,16,20,7,6,1,9,7,32,.297,.300,.294,.714,.399,.365,G,ricegl02
710,Andre Roberson,MIN,1,26,2013,Colorado,2013-14,22,OKC,40,16,0,399,33,68,31,55,2,13,7,10,36,58,94,15,19,10,19,74,75,.485,.564,.154,.700,.518,.500,G-F,roberan03
711,Dennis Schröder,ATL,1,17,2013,,2013-14,20,ATL,49,0,0,641,72,188,62,146,10,42,29,43,5,55,60,93,17,0,61,54,183,.383,.425,.238,.674,.442,.410,G,schrode01
712,Peyton Siva,DET,2,56,2013,Louisville,2013-14,23,DET,24,0,0,224,18,57,11,32,7,25,11,15,2,12,14,34,9,1,18,27,54,.316,.344,.280,.733,.425,.377,G,sivape01
713,Tony Snell,CHI,1,20,2013,New Mexico,2013-14,22,CHI,77,12,0,1231,129,336,72,158,57,178,31,41,19,105,124,68,29,15,44,84,346,.384,.456,.320,.756,.489,.469,G-F,snellto01
714,Royce White,HOU,1,16,2012,Iowa State,2013-14,22,SAC,3,0,0,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,.000,.000,,,.000,.000,F,whitero03
715,Jeff Withey,POR,2,39,2013,Kansas,2013-14,23,NOP,58,4,0,684,69,129,69,128,0,1,52,73,49,101,150,26,15,50,20,73,190,.535,.539,.000,.712,.590,.535,C,witheje01
716,Nate Wolters,WAS,2,38,2013,South Dakota State,2013-14,22,MIL,58,31,0,1309,170,389,152,327,18,62,59,90,33,116,149,187,35,15,57,67,417,.437,.465,.290,.656,.486,.460,G,woltena01
717,Cody Zeller,CHA,1,4,2013,Indiana,2013-14,21,CHA,82,3,0,1416,172,404,172,403,0,1,146,200,118,235,353,92,40,41,87,170,490,.426,.427,.000,.730,.498,.426,C-F,zelleco01
718,Quincy Acy,TOR,2,37,2012,Baylor,2012-13,22,TOR,29,0,0,342,42,75,41,73,1,2,31,38,30,47,77,11,13,15,17,53,116,.560,.562,.500,.816,.632,.567,F-C,acyqu01
719,Harrison Barnes,GSW,1,7,2012,North Carolina,2012-13,20,GSW,81,81,0,2058,276,628,224,483,52,145,144,190,53,280,333,98,52,14,101,140,748,.439,.464,.359,.758,.526,.481,F,barneha02
720,Will Barton,POR,2,40,2012,Memphis,2012-13,22,POR,73,5,0,894,118,309,109,244,9,65,50,65,36,109,145,58,34,9,60,56,295,.382,.447,.138,.769,.437,.396,G,bartowi01
721,Bradley Beal,WAS,1,3,2012,Florida,2012-13,19,WAS,56,46,0,1745,282,687,191,451,91,236,125,159,43,168,211,137,50,29,90,113,780,.410,.424,.386,.786,.515,.477,G,bealbr01
722,Patrick Beverley,LAL,2,42,2009,Arkansas,2012-13,24,HOU,41,0,0,713,79,189,43,93,36,96,34,41,45,64,109,117,37,21,44,83,228,.418,.462,.375,.829,.551,.513,G,beverpa01
723,Victor Claver,POR,1,22,2009,,2012-13,24,POR,49,16,0,812,74,189,49,102,25,87,14,30,31,88,119,43,26,12,43,75,187,.392,.480,.287,.467,.462,.458,F,clavevi01
724,Jae Crowder,CLE,2,34,2012,Marquette,2012-13,22,DAL,78,16,0,1353,141,367,78,175,63,192,47,73,35,152,187,94,63,17,49,128,392,.384,.446,.328,.644,.491,.470,F,crowdja01
725,Jared Cunningham,CLE,1,24,2012,Oregon State,2012-13,21,DAL,8,0,0,26,6,14,4,11,2,3,2,2,1,2,3,1,1,0,2,3,16,.429,.364,.667,1.000,.538,.500,G,cunnija01
726,Anthony Davis,NOH,1,1,2012,Kentucky,2012-13,19,NOH,64,60,0,1846,349,676,349,670,0,6,169,225,165,357,522,63,75,112,89,158,867,.516,.521,.000,.751,.559,.516,F-C,davisan02
727,Nando De Colo,SAS,2,53,2009,,2012-13,25,SAS,72,6,0,920,105,241,74,159,31,82,35,44,23,115,138,138,41,6,81,87,276,.436,.465,.378,.795,.530,.500,G,decolna01
728,Andre Drummond,DET,1,9,2012,Connecticut,2012-13,19,DET,60,10,0,1243,208,342,207,340,1,2,59,159,169,288,457,30,59,95,57,144,476,.608,.609,.500,.371,.578,.610,C,drumman01
729,Kim English,DET,2,44,2012,Missouri,2012-13,24,DET,41,0,0,407,42,112,28,62,14,50,21,29,8,29,37,26,16,3,19,46,119,.375,.452,.280,.724,.477,.438,G,engliki01
730,Festus Ezeli,GSW,1,30,2012,Vanderbilt,2012-13,23,GSW,78,41,0,1120,74,169,74,169,0,0,43,81,141,172,313,22,23,74,63,157,191,.438,.438,,.531,.467,.438,C,ezelife01
731,Evan Fournier,DEN,1,20,2012,,2012-13,20,DEN,38,4,0,428,75,152,53,98,22,54,30,39,6,29,35,44,19,1,32,65,202,.493,.541,.407,.769,.597,.566,G-F,fournev01
732,Joel Freeland,POR,1,30,2006,,2012-13,25,POR,51,1,0,477,58,142,58,142,0,0,18,27,40,79,119,13,13,11,19,67,134,.408,.408,,.667,.435,.408,F-C,freeljo01
733,Draymond Green,GSW,2,35,2012,Michigan State,2012-13,22,GSW,79,1,0,1061,84,257,70,190,14,67,45,55,58,202,260,53,42,25,51,159,227,.327,.368,.209,.818,.404,.354,F,greendr01
734,Maurice Harkless,PHI,1,15,2012,St. John's (NY),2012-13,19,ORL,76,59,0,1974,260,564,228,447,32,117,73,128,122,213,335,50,88,62,69,144,625,.461,.510,.274,.570,.504,.489,F-G,harklma01
735,John Henson,MIL,1,14,2012,North Carolina,2012-13,22,MIL,63,9,0,827,162,336,162,333,0,3,56,105,116,181,297,31,19,42,47,83,380,.482,.486,.000,.533,.497,.482,C-F,hensojo01
736,Bernard James,CLE,2,33,2012,Florida State,2012-13,27,DAL,46,11,0,457,53,103,53,101,0,2,25,41,52,79,131,6,12,38,18,64,131,.515,.525,.000,.610,.541,.515,C,jamesbe01
737,John Jenkins,ATL,1,23,2012,Vanderbilt,2012-13,21,ATL,61,2,0,902,131,294,78,156,53,138,59,70,17,77,94,56,12,10,40,37,374,.446,.500,.384,.843,.576,.536,G,jenkijo01
738,Darius Johnson-Odom,DAL,2,55,2012,Marquette,2012-13,23,LAL,4,0,0,6,0,4,0,3,0,1,0,0,1,3,4,1,0,0,0,0,0,.000,.000,.000,,.000,.000,G,johnsda03
739,Orlando Johnson,SAC,2,36,2012,UC Santa Barbara,2012-13,23,IND,51,0,0,619,72,180,36,86,36,94,23,32,20,90,110,47,11,9,29,51,203,.400,.419,.383,.719,.523,.500,G,johnsor01
740,Perry Jones,OKC,1,28,2012,Baylor,2012-13,21,OKC,38,1,0,280,39,99,39,97,0,2,10,15,12,50,62,10,5,6,15,23,88,.394,.402,.000,.667,.417,.394,F,jonespe01
741,Terrence Jones,HOU,1,18,2012,Kentucky,2012-13,21,HOU,19,0,0,276,43,94,38,75,5,19,13,17,28,37,65,15,12,19,13,21,104,.457,.507,.263,.765,.512,.484,F,joneste01
742,Kris Joseph,BOS,2,51,2012,Syracuse,2012-13,24,BOSBRK,10,0,0,54,2,14,2,11,0,3,5,8,1,6,7,1,3,0,2,3,9,.143,.182,.000,.625,.257,.143,F,josepkr01
743,Michael Kidd-Gilchrist,CHA,1,2,2012,Kentucky,2012-13,19,CHA,78,77,0,2025,281,613,279,604,2,9,140,187,131,324,455,117,54,70,101,164,704,.458,.462,.222,.749,.506,.460,F,kiddgmi01
744,Doron Lamb,MIL,2,42,2012,Kentucky,2012-13,21,MILORL,47,0,0,577,60,163,46,126,14,37,20,34,8,38,46,32,13,0,26,52,154,.368,.365,.378,.588,.433,.411,G,lambdo01
745,Jeremy Lamb,HOU,1,12,2012,Connecticut,2012-13,20,OKC,23,0,0,147,24,68,15,38,9,30,14,14,5,13,18,5,2,2,6,13,71,.353,.395,.300,1.000,.479,.419,G-F,lambje01
746,Meyers Leonard,POR,1,11,2012,Illinois,2012-13,20,POR,69,9,0,1206,151,277,148,270,3,7,72,89,80,175,255,33,11,38,49,168,377,.545,.548,.429,.809,.596,.551,C-F,leoname01
747,Damian Lillard,POR,1,6,2012,Weber State,2012-13,22,POR,82,82,0,3167,553,1288,368,785,185,503,271,321,42,215,257,531,74,19,243,172,1562,.429,.469,.368,.844,.546,.501,G,lillada01
748,Kendall Marshall,PHO,1,13,2012,North Carolina,2012-13,21,PHO,48,3,0,702,56,151,33,78,23,73,8,14,4,38,42,143,22,4,57,48,143,.371,.423,.315,.571,.455,.447,G,marshke01
749,Fab Melo,BOS,1,22,2012,Syracuse,2012-13,22,BOS,6,0,0,36,3,6,3,6,0,0,1,4,0,3,3,0,2,2,1,7,7,.500,.500,,.250,.451,.500,C,melofa01
750,Khris Middleton,DET,2,39,2012,Texas A&M,2012-13,21,DET,27,0,0,475,62,141,48,96,14,45,27,32,4,46,50,28,15,4,11,53,165,.440,.500,.311,.844,.532,.489,F-G,middlkh01
751,Darius Miller,NOH,2,46,2012,Kentucky,2012-13,22,NOH,52,2,0,694,44,108,22,52,22,56,8,8,8,70,78,44,17,12,23,89,118,.407,.423,.393,1.000,.529,.509,F,milleda01
752,Quincy Miller,DEN,2,38,2012,Baylor,2012-13,20,DEN,7,0,0,26,4,12,4,11,0,1,1,2,1,1,2,3,1,0,1,3,9,.333,.364,.000,.500,.349,.333,F,millequ01
753,Donatas Motiejūnas,MIN,1,20,2011,,2012-13,22,HOU,44,14,0,538,97,213,73,130,24,83,32,51,36,57,93,31,7,10,37,73,250,.455,.562,.289,.627,.531,.512,F-C,motiedo01
754,Arnett Moultrie,MIA,1,27,2012,Mississippi State,2012-13,22,PHI,47,0,0,542,78,134,78,134,0,0,18,28,76,69,145,10,17,10,19,43,174,.582,.582,,.643,.595,.582,F,moultar01
755,Kevin Murphy,UTA,2,47,2012,Tennessee Tech,2012-13,22,UTA,17,0,0,52,7,28,6,23,1,5,0,0,0,4,4,2,1,0,3,4,15,.250,.261,.200,,.268,.268,G,murphke01
756,Andrew Nicholson,ORL,1,19,2012,St. Bonaventure,2012-13,23,ORL,75,28,0,1249,256,486,256,486,0,0,75,94,69,189,258,44,24,32,79,133,587,.527,.527,,.798,.557,.527,F,nichoan01
757,Kyle O'Quinn,ORL,2,49,2012,Norfolk State,2012-13,22,ORL,57,5,0,638,101,197,101,196,0,1,30,45,65,144,209,52,11,26,37,107,232,.513,.515,.000,.667,.535,.513,F-C,oquinky01
758,Miles Plumlee,IND,1,26,2012,Duke,2012-13,24,IND,14,0,0,55,5,21,5,21,0,0,3,4,12,10,22,2,0,3,3,5,13,.238,.238,,.750,.286,.238,C-F,plumlmi01
759,Austin Rivers,NOH,1,10,2012,Duke,2012-13,20,NOH,61,26,0,1418,145,390,117,304,28,86,59,108,16,93,109,127,26,9,74,122,377,.372,.385,.326,.546,.431,.408,G,riverau01
760,Thomas Robinson,SAC,1,5,2012,Kansas,2012-13,21,HOUSAC,70,0,0,1056,138,321,138,320,0,1,57,109,122,193,315,46,41,26,88,124,333,.430,.431,.000,.523,.451,.430,F,robinth01
761,Terrence Ross,TOR,1,8,2012,Washington,2012-13,21,TOR,73,2,0,1239,186,457,121,261,65,196,30,42,35,109,144,53,43,14,48,122,467,.407,.464,.332,.714,.491,.478,F-G,rosste01
762,Robert Sacre,LAL,2,60,2012,Gonzaga,2012-13,23,LAL,32,3,0,203,18,48,18,48,0,0,7,11,9,25,34,6,0,10,10,38,43,.375,.375,,.636,.407,.375,C,sacrero01
763,Mike Scott,ATL,2,43,2012,Virginia,2012-13,24,ATL,40,1,0,376,70,147,70,146,0,1,43,56,39,71,110,12,4,2,21,32,183,.476,.479,.000,.768,.533,.476,F,scottmi01
764,Tornike Shengelia,PHI,2,54,2012,,2012-13,21,BRK,19,0,0,93,10,23,9,21,1,2,9,16,9,14,23,3,3,1,11,11,30,.435,.429,.500,.563,.499,.457,F,shengto01
765,Kyle Singler,DET,2,33,2011,Duke,2012-13,24,DET,82,74,0,2293,275,642,205,442,70,200,100,124,109,221,330,77,57,37,98,217,720,.428,.464,.350,.806,.517,.483,F,singlky01
766,Jared Sullinger,BOS,1,21,2012,Ohio State,2012-13,20,BOS,45,5,0,892,111,225,110,220,1,5,47,63,92,172,264,35,22,22,29,154,270,.493,.500,.200,.746,.534,.496,F,sullija01
767,Jeff Taylor,CHA,2,31,2012,Vanderbilt,2012-13,23,CHA,77,29,0,1507,172,399,119,245,53,154,75,103,51,99,150,63,47,15,48,136,472,.431,.486,.344,.728,.531,.497,F,tayloje03
768,Tyshawn Taylor,POR,2,41,2012,Kansas,2012-13,22,BRK,38,0,0,221,32,87,26,74,6,13,15,27,2,16,18,21,13,0,25,25,85,.368,.351,.462,.556,.430,.402,G,tayloty01
769,Marquis Teague,CHI,1,29,2012,Kentucky,2012-13,19,CHI,48,0,0,392,43,113,39,90,4,23,9,16,3,41,44,63,9,7,35,47,99,.381,.433,.174,.563,.412,.398,G,teaguma01
770,Jonas Valančiūnas,TOR,1,5,2011,,2012-13,20,TOR,62,57,0,1482,204,366,204,366,0,0,146,185,121,251,372,45,17,78,94,188,554,.557,.557,,.789,.619,.557,C,valanjo01
771,Jarvis Varnado,MIA,2,41,2010,Mississippi State,2012-13,24,BOSMIA,13,0,0,58,3,7,3,7,0,0,2,4,2,7,9,3,1,2,6,10,8,.429,.429,,.500,.457,.429,F,varnaja01
772,Dion Waiters,CLE,1,4,2012,Syracuse,2012-13,21,CLE,61,48,0,1756,336,815,273,612,63,203,159,213,22,127,149,183,59,16,121,113,894,.412,.446,.310,.746,.492,.451,G,waitedi01
773,Tony Wroten,MEM,1,25,2012,Washington,2012-13,19,MEM,35,0,0,272,33,86,29,70,4,16,21,29,13,15,28,43,8,4,29,34,91,.384,.414,.250,.724,.461,.407,G,wroteto01
774,Tyler Zeller,DAL,1,17,2012,North Carolina,2012-13,23,CLE,77,55,0,2033,245,559,245,555,0,4,120,157,159,279,438,96,35,70,95,251,610,.438,.441,.000,.764,.486,.438,F-C,zellety01
775,Lavoy Allen,PHI,2,50,2011,Temple,2011-12,22,PHI,41,15,0,624,79,167,79,167,0,0,11,14,47,124,171,34,13,18,20,73,169,.473,.473,,.786,.488,.473,F-C,allenla01
776,Keith Benson,ATL,2,48,2011,Oakland,2011-12,23,GSW,3,0,0,9,0,1,0,1,0,0,0,0,2,1,3,0,0,0,0,0,0,.000,.000,,,.000,.000,C,bensoke02
777,Bismack Biyombo,SAC,1,7,2011,,2011-12,19,CHA,63,41,0,1455,129,278,129,278,0,0,69,143,113,255,368,27,20,115,71,145,327,.464,.464,,.483,.480,.464,C-F,biyombi01
778,MarShon Brooks,BOS,1,25,2011,Providence,2011-12,23,NJN,56,47,0,1648,274,640,227,490,47,150,113,148,70,130,200,131,52,15,118,116,708,.428,.463,.313,.764,.502,.465,G-F,brookma01
779,Alec Burks,UTA,1,12,2011,Colorado,2011-12,20,UTA,59,0,0,939,153,357,138,312,15,45,104,143,57,75,132,55,27,5,51,84,425,.429,.442,.333,.727,.506,.450,G,burksal01
780,Jimmy Butler,CHI,1,30,2011,Marquette,2011-12,22,CHI,42,0,0,359,32,79,30,68,2,11,43,56,23,33,56,14,11,5,14,20,109,.405,.441,.182,.768,.526,.418,F-G,butleji01
781,Derrick Byars,POR,2,42,2007,Vanderbilt,2011-12,27,SAS,2,0,0,37,3,11,3,5,0,6,4,4,6,5,11,1,2,0,0,2,10,.273,.600,.000,1.000,.392,.273,F,byarsde01
782,Norris Cole,CHI,1,28,2011,Cleveland State,2011-12,23,MIA,65,2,0,1260,177,450,156,374,21,76,66,85,21,70,91,133,44,2,105,124,441,.393,.417,.276,.776,.452,.417,G,coleno01
783,Kenneth Faried,DEN,1,22,2011,Morehead State,2011-12,22,DEN,46,39,0,1037,181,309,181,309,0,0,109,164,142,210,352,36,34,47,54,116,471,.586,.586,,.665,.618,.586,F-C,farieke01
784,Jimmer Fredette,MIL,1,10,2011,Brigham Young,2011-12,22,SAC,61,7,0,1135,172,446,94,230,78,216,40,48,17,56,73,108,30,3,67,73,462,.386,.409,.361,.833,.495,.473,G,fredeji01
785,Andrew Goudelock,LAL,2,46,2011,College of Charleston,2011-12,23,LAL,40,0,0,419,68,174,40,99,28,75,11,12,5,26,31,20,4,0,21,32,175,.391,.404,.373,.917,.488,.471,G,goudean01
786,Jordan Hamilton,DAL,1,26,2011,Texas,2011-12,21,DEN,26,2,0,258,48,111,31,64,17,47,2,5,11,51,62,20,4,3,16,15,115,.432,.484,.362,.400,.508,.509,G-F,hamiljo02
787,Justin Harper,CLE,2,32,2011,Richmond,2011-12,22,ORL,14,0,0,84,9,31,7,18,2,13,0,1,3,9,12,2,2,3,6,5,20,.290,.389,.154,.000,.318,.323,F,harpeju01
788,Josh Harrellson,NOH,2,45,2011,Kentucky,2011-12,22,NYK,37,4,0,540,63,149,43,90,20,59,16,26,47,97,144,11,23,20,20,48,162,.423,.478,.339,.615,.505,.490,C,harrejo01
789,Tobias Harris,CHA,1,19,2011,Tennessee,2011-12,19,MIL,42,9,0,479,79,169,73,146,6,23,44,54,30,71,101,22,13,7,31,45,208,.467,.500,.261,.815,.540,.485,F,harrito02
790,Darington Hobson,MIL,2,37,2010,New Mexico,2011-12,24,MIL,5,0,0,39,2,13,2,7,0,6,0,0,0,3,3,6,0,0,2,1,4,.154,.286,.000,,.154,.154,G,hobsoda01
791,Tyler Honeycutt,SAC,2,35,2011,UCLA,2011-12,21,SAC,15,0,0,88,8,24,7,21,1,3,3,5,3,11,14,7,4,3,2,3,20,.333,.333,.333,.600,.382,.354,F,honeyty01
792,Kyrie Irving,CLE,1,1,2011,Duke,2011-12,19,CLE,51,51,0,1558,350,747,277,564,73,183,171,196,44,147,191,275,54,20,160,110,944,.469,.491,.399,.872,.566,.517,G,irvinky01
793,Reggie Jackson,OKC,1,24,2011,Boston College,2011-12,21,OKC,45,0,0,501,51,159,38,97,13,62,25,29,14,39,53,71,25,1,36,31,140,.321,.392,.210,.862,.408,.362,G,jacksre01
794,Charles Jenkins,GSW,2,44,2011,Hofstra,2011-12,22,GSW,51,28,0,893,130,291,127,271,3,20,34,39,8,60,68,170,33,6,60,85,297,.447,.469,.150,.872,.482,.452,G,jenkich01
795,JaJuan Johnson,NJN,1,27,2011,Purdue,2011-12,22,BOS,36,0,0,298,54,121,54,121,0,0,6,9,20,38,58,6,5,14,14,25,114,.446,.446,,.667,.456,.446,F,johnsja02
796,Jerome Jordan,MIL,2,44,2010,Tulsa,2011-12,25,NYK,21,0,0,108,17,33,17,33,0,0,8,10,14,13,27,4,1,6,2,15,42,.515,.515,,.800,.561,.515,C,jordaje01
797,Cory Joseph,SAS,1,29,2011,Texas,2011-12,20,SAS,29,1,0,266,22,70,19,55,3,15,11,17,5,20,25,34,7,3,12,16,58,.314,.345,.200,.647,.374,.336,G,josepco01
798,Enes Freedom,UTA,1,3,2011,,2011-12,19,UTA,66,0,0,874,117,236,117,235,0,1,70,105,107,171,278,8,18,23,54,87,304,.496,.498,.000,.667,.539,.496,C,kanteen01
