Rk,Player,Draft Team,Round,Pick,Draft Year,College,Season,Age,Team,G,GS,AS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Player-additional
1130,Derrick Zimmerman,GSW,2,40,2003,Mississippi State,2005-06,24,NJN,2,0,0,32,2,3,2,3,0,0,0,0,1,3,4,7,0,0,4,4,4,.667,.667,,,.667,.667,G,zimmede01
1131,Tony Allen,BOS,1,25,2004,Oklahoma State,2004-05,23,BOS,77,34,0,1262,184,387,172,356,12,31,112,152,85,136,221,64,76,24,77,156,492,.475,.483,.387,.737,.542,.491,G-F,allento01
1132,Rafael Araújo,TOR,1,8,2004,Brigham Young,2004-05,24,TOR,59,41,0,736,76,175,75,172,1,3,43,55,59,126,185,16,21,8,52,157,196,.434,.436,.333,.782,.492,.437,C,araujra01
1133,Trevor Ariza,NYK,2,43,2004,UCLA,2004-05,19,NYK,80,12,0,1382,172,389,169,376,3,13,121,174,89,153,242,85,70,18,73,150,468,.442,.449,.231,.695,.503,.446,F,arizatr01
1134,Andris Biedriņš,GSW,1,11,2004,,2004-05,18,GSW,30,1,0,384,45,78,45,77,0,1,19,40,47,71,118,12,12,24,12,87,109,.577,.584,.000,.475,.570,.577,C,biedran01
1135,Matt Bonner,CHI,2,45,2003,Florida,2004-05,24,TOR,82,0,0,1553,247,463,208,371,39,92,56,71,108,177,285,48,39,19,40,220,589,.533,.561,.424,.789,.596,.576,F,bonnema01
1136,Antonio Burks,ORL,2,36,2004,Memphis,2004-05,24,MEM,24,0,0,219,28,60,25,49,3,11,14,19,1,11,12,28,13,1,12,25,73,.467,.510,.273,.737,.534,.492,G,burksan01
1137,Lionel Chalmers,LAC,2,33,2004,Xavier,2004-05,24,LAC,36,0,0,433,42,125,30,76,12,49,15,24,4,27,31,51,13,0,24,30,111,.336,.395,.245,.625,.409,.384,G,chalmli01
1138,Josh Childress,ATL,1,6,2004,Stanford,2004-05,21,ATL,80,44,0,2376,302,642,289,586,13,56,190,231,195,287,482,151,74,35,106,184,807,.470,.493,.232,.823,.543,.481,G-F,childjo01
1139,Nick Collison,OKC,1,12,2003,Kansas,2004-05,24,SEA,82,4,0,1396,190,354,190,351,0,3,83,118,156,220,376,32,34,50,62,252,463,.537,.541,.000,.703,.570,.537,F,collini01
1140,Carlos Delfino,DET,1,25,2003,,2004-05,22,DET,30,4,0,459,42,117,33,82,9,35,23,40,13,42,55,38,22,6,23,44,116,.359,.402,.257,.575,.431,.397,G,delfica01
1141,Luol Deng,PHO,1,7,2004,Duke,2004-05,19,CHI,61,45,0,1663,280,645,249,528,31,117,120,162,92,230,322,135,48,27,118,98,711,.434,.472,.265,.741,.496,.458,F,denglu01
1142,Chris Duhon,CHI,2,38,2004,Duke,2004-05,22,CHI,82,73,0,2177,172,488,78,223,94,265,49,67,23,190,213,398,82,3,119,205,487,.352,.350,.355,.731,.471,.449,G,duhonch01
1143,Corsley Edwards,SAC,2,58,2002,Central Connecticut State,2004-05,25,NOH,10,0,0,110,10,31,10,31,0,0,7,12,12,13,25,3,3,4,2,19,27,.323,.323,,.583,.372,.323,F,edwarco01
1144,Andre Emmett,OKC,2,35,2004,Texas Tech,2004-05,22,MEM,8,0,0,28,2,6,2,6,0,0,3,5,0,2,2,0,0,0,1,4,7,.333,.333,,.600,.427,.333,F,emmetan01
1145,Luis Flores,HOU,2,55,2004,Manhattan,2004-05,23,DENGSW,16,0,0,77,14,29,9,19,5,10,2,2,1,2,3,11,2,0,11,9,35,.483,.474,.500,1.000,.586,.569,G,florelu01
1146,Matt Freije,MIA,2,53,2004,Vanderbilt,2004-05,23,NOH,23,11,0,441,37,127,23,73,14,54,5,8,16,45,61,20,13,2,17,40,93,.291,.315,.259,.625,.356,.346,F,freijma01
1147,Ben Gordon,CHI,1,3,2004,Connecticut,2004-05,21,CHI,82,3,0,2002,434,1056,300,725,134,331,233,270,55,160,215,164,53,10,186,224,1235,.411,.414,.405,.863,.526,.474,G,gordobe01
1148,David Harrison,IND,1,29,2004,Colorado,2004-05,22,IND,43,14,0,760,106,184,106,184,0,0,52,91,48,87,135,13,16,55,53,134,264,.576,.576,,.571,.589,.576,C,harrida01
1149,Devin Harris,WAS,1,5,2004,Wisconsin,2004-05,21,DAL,76,19,0,1173,157,366,113,235,44,131,78,103,28,74,102,169,77,19,82,139,436,.429,.481,.336,.757,.530,.489,G,harride01
1150,Dwight Howard,ORL,1,1,2004,,2004-05,19,ORL,82,82,0,2670,352,677,352,675,0,2,277,413,287,536,823,75,77,136,165,232,981,.520,.521,.000,.671,.571,.520,C,howardw01
1151,Kris Humphries,UTA,1,14,2004,Minnesota,2004-05,19,UTA,67,4,0,873,116,287,114,281,2,6,44,101,73,124,197,43,25,18,52,96,278,.404,.406,.333,.436,.419,.408,F-C,humphkr01
1152,Andre Iguodala,PHI,1,9,2004,Arizona,2004-05,21,PHI,82,82,0,2686,269,546,222,404,47,142,156,210,89,375,464,246,138,48,139,204,741,.493,.550,.331,.743,.580,.536,F-G,iguodan01
1153,Royal Ivey,ATL,2,37,2004,Texas,2004-05,23,ATL,62,5,0,809,85,198,82,189,3,9,47,67,19,65,84,103,39,7,58,140,220,.429,.434,.333,.701,.484,.437,G,iveyro01
1154,Luke Jackson,CLE,1,10,2004,Oregon,2004-05,23,CLE,10,0,0,43,10,27,6,21,4,6,5,6,2,4,6,3,0,0,2,4,29,.370,.286,.667,.833,.489,.444,F,jackslu02
1155,Al Jefferson,BOS,1,15,2004,,2004-05,20,BOS,71,1,0,1051,195,369,195,366,0,3,85,135,119,193,312,24,22,55,66,195,475,.528,.533,.000,.630,.554,.528,C-F,jeffeal01
1156,Mario Kasun,LAC,2,41,2002,,2004-05,24,ORL,45,0,0,356,47,98,47,97,0,1,24,43,52,76,128,8,8,13,26,86,118,.480,.485,.000,.558,.505,.480,C,kasunma01
1157,Viktor Khryapa,NJN,1,22,2004,,2004-05,22,POR,32,5,0,523,54,124,50,113,4,11,23,42,28,80,108,25,20,18,33,80,135,.435,.442,.364,.548,.474,.452,F,khryavi01
1158,Nenad Krstić,NJN,1,24,2002,,2004-05,21,NJN,75,57,0,1965,281,570,281,568,0,2,185,255,161,240,401,77,32,63,112,280,747,.493,.495,.000,.725,.547,.493,C,krstine01
1159,Shaun Livingston,LAC,1,4,2004,,2004-05,19,LAC,30,15,0,814,89,215,89,213,0,2,44,59,22,67,89,151,32,11,75,82,222,.414,.418,.000,.746,.461,.414,G,livinsh01
1160,Kevin Martin,SAC,1,26,2004,Western Carolina,2004-05,21,SAC,45,0,0,455,45,117,40,92,5,25,36,55,29,29,58,22,16,3,24,35,131,.385,.435,.200,.655,.464,.406,G,martike02
1161,Jameer Nelson,DEN,1,20,2004,Saint Joseph's,2004-05,22,ORL,79,21,0,1612,286,628,242,487,44,141,73,107,52,141,193,237,78,3,117,199,689,.455,.497,.312,.682,.510,.490,G,nelsoja01
1162,Emeka Okafor,CHA,1,2,2004,Connecticut,2004-05,22,CHA,73,73,0,2600,448,1003,448,1002,0,1,209,343,275,520,795,64,62,125,125,214,1105,.447,.447,.000,.609,.479,.447,C-F,okafoem01
1163,Pavel Podkolzin,UTA,1,21,2004,,2004-05,20,DAL,5,0,0,10,0,0,0,0,0,0,1,2,0,2,2,0,0,0,2,4,1,,,,.500,.568,,C,podkopa01
1164,Peter John Ramos,WAS,2,32,2004,,2004-05,19,WAS,6,0,0,20,5,10,5,10,0,0,1,2,1,3,4,0,0,1,3,4,11,.500,.500,,.500,.506,.500,C,ramospe01
1165,Justin Reed,BOS,2,40,2004,Ole Miss,2004-05,23,BOS,23,0,0,121,15,29,15,26,0,3,11,15,8,8,16,10,3,1,5,12,41,.517,.577,.000,.733,.576,.517,F,reedju01
1166,Bernard Robinson,CHA,2,45,2004,Michigan,2004-05,24,CHA,31,1,0,328,36,81,33,73,3,8,18,26,14,34,48,30,11,4,20,42,93,.444,.452,.375,.692,.503,.463,G-F,robinbe01
1167,Ha Seung-Jin,POR,2,46,2004,,2004-05,19,POR,19,0,0,104,10,23,10,23,0,0,6,11,6,12,18,2,1,5,12,21,26,.435,.435,,.545,.467,.435,C,seungha01
1168,Donta Smith,ATL,2,34,2004,Southeastern Illinois College,2004-05,21,ATL,38,0,0,433,44,113,38,91,6,22,33,48,19,33,52,39,23,5,25,50,127,.389,.418,.273,.688,.473,.416,G-F,smithdo04
1169,Josh Smith,ATL,1,17,2004,,2004-05,19,ATL,74,59,0,2050,274,602,270,579,4,23,163,237,147,310,457,127,59,144,135,157,715,.455,.466,.174,.688,.506,.458,F,smithjo03
1170,J.R. Smith,NOH,1,18,2004,,2004-05,19,NOH,76,56,0,1859,295,748,214,467,81,281,111,161,39,113,152,142,55,11,109,135,782,.394,.458,.288,.689,.478,.449,G-F,smithjr01
1171,Kirk Snyder,UTA,1,16,2004,Nevada,2004-05,21,UTA,68,7,0,906,122,328,92,243,30,85,64,96,50,71,121,36,26,19,58,116,338,.372,.379,.353,.667,.456,.418,G,snydeki01
1172,Pape Sow,MIA,2,47,2004,Cal State Fullerton,2004-05,23,TOR,27,4,0,255,23,58,23,58,0,0,16,27,18,39,57,2,12,4,10,46,62,.397,.397,,.593,.444,.397,F,sowpa01
1173,Robert Swift,OKC,1,12,2004,,2004-05,19,SEA,16,0,0,72,5,11,5,11,0,0,5,9,1,4,5,2,1,7,4,16,15,.455,.455,,.556,.501,.455,C,swiftro01
1174,Sebastian Telfair,POR,1,13,2004,,2004-05,19,POR,68,26,0,1330,169,430,152,361,17,69,105,133,10,94,104,224,35,4,125,120,460,.393,.421,.246,.789,.471,.413,G,telfase01
1175,Beno Udrih,SAS,1,28,2004,,2004-05,22,SAS,80,2,0,1149,173,390,115,248,58,142,67,89,16,67,83,150,41,10,77,96,471,.444,.464,.408,.753,.549,.518,G,udrihbe01
1176,Anderson Varejão,ORL,2,30,2004,,2004-05,22,CLE,54,0,0,863,99,193,99,191,0,2,68,127,109,148,257,27,41,38,26,122,266,.513,.518,.000,.535,.534,.513,F-C,varejan01
1177,Jackson Vroman,CHI,2,31,2004,Iowa State,2004-05,23,NOHPHO,46,18,0,705,82,199,82,196,0,3,48,75,64,111,175,40,25,19,64,105,212,.412,.418,.000,.640,.457,.412,F-C,vromaja01
1178,Sasha Vujačić,LAL,1,27,2004,,2004-05,20,LAL,35,3,0,403,33,117,16,54,17,63,18,19,13,49,62,51,12,2,15,41,101,.282,.296,.270,.947,.403,.355,G,vujacsa01
1179,Delonte West,BOS,1,24,2004,Saint Joseph's,2004-05,21,BOS,39,7,0,507,66,155,42,88,24,67,19,27,14,51,65,53,21,8,24,69,175,.426,.477,.358,.704,.524,.503,G,westde01
1180,Dorell Wright,MIA,1,19,2004,,2004-05,19,MIA,3,0,0,27,3,11,3,7,0,4,1,1,0,1,1,3,4,0,3,2,7,.273,.429,.000,1.000,.306,.273,F-G,wrighdo01
1181,Carmelo Anthony,DEN,1,3,2003,Syracuse,2003-04,19,DEN,82,82,0,2995,624,1465,555,1251,69,214,408,525,183,315,498,227,97,41,247,225,1725,.426,.444,.322,.777,.509,.449,F,anthoca01
1182,Marcus Banks,MEM,1,13,2003,UNLV,2003-04,22,BOS,81,2,0,1385,177,442,150,356,27,86,99,131,30,103,133,175,88,13,125,171,480,.400,.421,.314,.756,.480,.431,G,banksma01
1183,Leandro Barbosa,SAS,1,28,2003,,2003-04,21,PHO,70,46,0,1500,210,470,127,260,83,210,47,61,23,100,123,165,93,7,120,184,550,.447,.488,.395,.770,.553,.535,G,barbole01
1184,Matt Barnes,MEM,2,46,2002,UCLA,2003-04,23,LAC,38,9,0,724,63,138,61,125,2,13,43,61,53,98,151,48,27,3,44,76,171,.457,.488,.154,.705,.519,.464,F,barnema02
1185,Jerome Beasley,MIA,2,33,2003,North Dakota,2003-04,23,MIA,2,0,0,5,1,3,1,3,0,0,0,0,0,1,1,0,0,0,0,0,2,.333,.333,,,.333,.333,F,beaslje01
1186,Troy Bell,BOS,1,16,2003,Boston College,2003-04,23,MEM,6,0,0,34,4,18,4,14,0,4,3,3,3,1,4,4,1,0,6,6,11,.222,.286,.000,1.000,.285,.222,G,belltr01
1187,Steve Blake,WAS,2,38,2003,Maryland,2003-04,23,WAS,75,14,0,1392,157,407,82,205,75,202,55,67,18,99,117,209,57,7,128,100,444,.386,.400,.371,.821,.509,.478,G,blakest01
1188,Keith Bogans,MIL,2,43,2003,Kentucky,2003-04,23,ORL,73,36,0,1787,183,454,116,267,67,187,65,103,106,211,317,98,46,10,75,128,498,.403,.434,.358,.631,.499,.477,G-F,boganke01
1189,Curtis Borchardt,ORL,1,18,2002,Stanford,2003-04,23,UTA,16,0,0,258,22,56,22,55,0,1,14,18,13,41,54,15,4,14,18,40,58,.393,.400,.000,.778,.454,.393,C,borchcu01
1190,Chris Bosh,TOR,1,4,2003,Georgia Tech,2003-04,19,TOR,75,63,0,2510,327,712,322,698,5,14,202,288,191,366,557,78,59,106,107,215,861,.459,.461,.357,.701,.513,.463,F-C,boshch01
1191,Torraye Braggs,UTA,2,57,1998,Xavier,2003-04,27,HOUWAS,15,0,0,154,16,33,16,33,0,0,8,12,18,21,39,7,4,2,13,29,40,.485,.485,,.667,.522,.485,F,braggto01
1192,Žarko Čabarkapa,PHO,1,17,2003,,2003-04,22,PHO,49,4,0,570,81,197,75,165,6,32,35,53,26,73,99,40,10,13,54,75,203,.411,.455,.188,.660,.461,.426,F,cabarza01
1193,Brian Cook,LAL,1,24,2003,Illinois,2003-04,23,LAL,35,2,0,442,67,141,67,136,0,5,21,28,31,70,101,20,16,16,17,64,155,.475,.493,.000,.750,.505,.475,F,cookbr01
1194,Omar Cook,ORL,2,32,2001,St. John's (NY),2003-04,22,POR,17,0,0,139,7,27,7,26,0,1,0,0,3,3,6,24,10,0,10,14,14,.259,.269,.000,,.259,.259,G,cookom01
1195,Boris Diaw,ATL,1,21,2003,,2003-04,21,ATL,76,37,0,1919,140,313,134,287,6,26,56,93,111,231,342,182,59,37,126,191,342,.447,.467,.231,.602,.483,.457,F-C,diawbo01
1196,Kaniel Dickens,UTA,2,50,2000,Idaho,2003-04,25,POR,3,0,0,12,3,3,3,3,0,0,1,2,2,0,2,0,0,0,1,3,7,1.000,1.000,,.500,.902,1.000,F,dickeka01
1197,Ndudi Ebi,MIN,1,26,2003,,2003-04,19,MIN,17,0,0,32,6,14,6,14,0,0,1,4,2,1,3,3,0,4,3,6,13,.429,.429,,.250,.412,.429,F,ebind01
1198,Francisco Elson,DEN,2,41,1999,California,2003-04,27,DEN,62,14,0,875,94,199,94,198,0,1,30,45,65,138,203,32,35,39,35,145,218,.472,.475,.000,.667,.498,.472,C,elsonfr01
1199,T.J. Ford,MIL,1,8,2003,Texas,2003-04,20,MIL,55,55,0,1472,153,398,148,377,5,21,80,98,37,140,177,356,60,3,139,123,391,.384,.393,.238,.816,.443,.391,G,fordtj01
1200,Reece Gaines,ORL,1,15,2003,Louisville,2003-04,23,ORL,38,1,0,364,25,86,22,76,3,10,16,25,8,31,39,40,11,2,18,22,69,.291,.289,.300,.640,.356,.308,G,gainere01
1201,Willie Green,OKC,2,41,2003,Detroit Mercy,2003-04,22,PHI,53,0,0,767,143,357,124,296,19,61,59,81,16,49,65,53,26,5,59,83,364,.401,.419,.311,.728,.464,.427,G,greenwi01
1202,Travis Hansen,ATL,2,37,2003,Brigham Young,2003-04,25,ATL,41,4,0,507,46,130,37,100,9,30,22,27,30,40,70,19,10,9,15,67,123,.354,.370,.300,.815,.433,.388,G,hansetr01
1203,Jarvis Hayes,WAS,1,10,2003,Georgia,2003-04,22,WAS,70,42,0,2044,278,695,238,564,40,131,77,98,71,193,264,106,71,11,110,157,673,.400,.422,.305,.786,.456,.429,F,hayesja01
1204,Kirk Hinrich,CHI,1,7,2003,Kansas,2003-04,23,CHI,76,66,0,2706,318,823,174,454,144,369,135,168,42,217,259,517,101,21,204,276,915,.386,.383,.390,.804,.510,.474,G,hinriki01
1205,Josh Howard,DAL,1,29,2003,Wake Forest,2003-04,23,DAL,67,29,0,1589,229,532,209,466,20,66,97,138,149,219,368,97,69,54,67,168,575,.430,.448,.303,.703,.485,.449,F-G,howarjo01
1206,Brandon Hunter,BOS,2,56,2003,Ohio,2003-04,23,BOS,36,12,0,406,53,116,53,113,0,3,19,43,50,68,118,19,13,1,22,40,125,.457,.469,.000,.442,.463,.457,F,huntebr01
1207,LeBron James,CLE,1,1,2003,,2003-04,19,CLE,79,79,0,3122,622,1492,559,1275,63,217,347,460,99,333,432,465,130,58,273,149,1654,.417,.438,.290,.754,.488,.438,F-G,jamesle01
1208,Dahntay Jones,BOS,1,20,2003,Duke,2003-04,23,MEM,20,0,0,154,15,53,14,49,1,4,5,11,7,16,23,12,5,6,12,23,36,.283,.286,.250,.455,.311,.292,G-F,jonesda02
1209,James Jones,IND,2,49,2003,Miami (FL),2003-04,23,IND,6,0,0,26,2,9,1,5,1,4,2,2,0,2,2,0,1,0,0,1,7,.222,.200,.250,1.000,.354,.278,F-G,jonesja02
1210,Chris Kaman,LAC,1,6,2003,Central Michigan,2003-04,21,LAC,82,61,0,1843,200,435,200,433,0,2,99,142,126,335,461,85,23,73,155,211,499,.460,.462,.000,.697,.502,.460,C,kamanch01
1211,Jason Kapono,CLE,2,31,2003,UCLA,2003-04,22,CLE,41,3,0,427,52,129,31,85,21,44,20,24,19,36,55,14,13,2,21,41,145,.403,.365,.477,.833,.519,.484,F,kaponja01
1212,Kyle Korver,NJN,2,51,2003,Creighton,2003-04,22,PHI,74,0,0,882,115,327,34,120,81,207,19,24,30,81,111,40,25,8,41,102,330,.352,.283,.391,.792,.489,.476,G-F,korveky01
1213,Maciej Lampe,NYK,2,30,2003,,2003-04,18,PHO,21,0,0,224,43,88,43,84,0,4,10,13,9,35,44,9,3,3,15,28,96,.489,.512,.000,.769,.512,.489,C,lampema01
1214,Raül López,UTA,1,24,2001,,2003-04,23,UTA,82,11,0,1617,223,517,198,432,25,85,101,117,24,131,155,305,62,2,174,200,572,.431,.458,.294,.863,.503,.456,G,lopezra01
1215,Darko Miličić,DET,1,2,2003,,2003-04,18,DET,34,0,0,159,17,65,17,64,0,1,14,24,11,32,43,7,7,15,13,33,48,.262,.266,.000,.583,.318,.262,F-C,milicda01
1216,Travis Outlaw,POR,1,23,2003,,2003-04,19,POR,8,0,0,19,3,7,3,7,0,0,2,4,2,2,4,1,1,0,1,1,8,.429,.429,,.500,.457,.429,F,outlatr01
1217,Zaza Pachulia,ORL,2,42,2003,,2003-04,19,ORL,59,2,0,664,68,175,68,175,0,0,58,90,69,105,174,13,21,12,34,87,194,.389,.389,,.644,.452,.389,C,pachuza01
1218,Sasha Pavlović,UTA,1,19,2003,,2003-04,20,UTA,79,14,0,1144,149,376,130,306,19,70,65,84,44,115,159,60,41,16,67,187,382,.396,.425,.271,.774,.463,.422,G-F,pavloal01
1219,Kendrick Perkins,MEM,1,27,2003,,2003-04,19,BOS,10,0,0,35,8,15,8,15,0,0,6,9,5,9,14,3,0,2,5,6,22,.533,.533,,.667,.580,.533,C,perkike01
1220,Mickaël Piétrus,GSW,1,11,2003,,2003-04,21,GSW,53,22,0,748,96,231,61,126,35,105,52,75,48,71,119,27,32,12,40,100,279,.416,.484,.333,.693,.528,.491,G-F,pietrmi01
1221,Zoran Planinić,NJN,1,22,2003,,2003-04,21,NJN,49,1,0,473,53,129,44,97,9,32,38,60,14,41,55,68,13,3,36,70,153,.411,.454,.281,.633,.492,.446,G,planizo01
1222,Luke Ridnour,OKC,1,14,2003,Oregon,2003-04,22,SEA,69,6,0,1114,145,350,118,270,27,80,65,79,35,73,108,163,52,7,80,105,382,.414,.437,.338,.823,.496,.453,G,ridnolu01
1223,Darius Songaila,BOS,2,50,2002,Wake Forest,2003-04,25,SAC,73,7,0,976,133,273,133,273,0,0,71,88,91,134,225,48,42,12,43,126,337,.487,.487,,.807,.541,.487,F,songada01
1224,Mike Sweetney,NYK,1,9,2003,Georgetown,2003-04,21,NYK,42,1,0,494,69,140,69,139,0,1,42,58,68,89,157,14,18,12,32,57,180,.493,.496,.000,.724,.544,.493,F,sweetmi01
1225,Slavko Vraneš,NYK,2,39,2003,,2003-04,21,POR,1,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,.000,,,.000,.000,C,vranesl01
1226,Dwyane Wade,MIA,1,5,2003,Marquette,2003-04,22,MIA,61,56,0,2126,371,798,355,745,16,53,233,312,85,162,247,275,86,34,196,140,991,.465,.477,.302,.747,.530,.475,G,wadedw01
1227,Luke Walton,LAL,2,32,2003,Arizona,2003-04,23,LAL,72,2,0,730,65,153,52,114,13,39,31,44,39,88,127,113,28,8,44,70,174,.425,.456,.333,.705,.505,.467,F,waltolu01
1228,David West,NOH,1,18,2003,Xavier,2003-04,23,NOH,71,1,0,930,108,228,108,226,0,2,57,80,117,180,297,60,27,28,48,117,273,.474,.478,.000,.713,.519,.474,F-C,westda01
1229,Mo Williams,UTA,2,47,2003,Alabama,2003-04,21,UTA,57,0,0,772,115,303,105,264,10,39,44,56,23,49,72,76,28,2,51,87,284,.380,.398,.256,.786,.433,.396,G,willima01
1230,Robert Archibald,MEM,2,32,2002,Illinois,2002-03,22,MEM,12,0,0,72,6,20,6,20,0,0,7,18,6,11,17,3,0,3,7,9,19,.300,.300,,.389,.340,.300,F,archiro01
1231,Maceo Baston,CHI,2,58,1998,Michigan,2002-03,27,TOR,16,0,0,106,15,25,15,25,0,0,10,12,4,19,23,0,4,11,6,16,40,.600,.600,,.833,.661,.600,F,bastoma01
1232,Lonny Baxter,CHI,2,44,2002,Maryland,2002-03,24,CHI,55,0,0,682,96,206,96,204,0,2,70,103,65,100,165,16,9,22,46,135,262,.466,.471,.000,.680,.521,.466,F,baxtelo01
1233,Carlos Boozer,CLE,2,35,2002,Duke,2002-03,21,CLE,81,54,0,2049,331,618,331,617,0,1,148,192,202,407,609,106,59,50,103,224,810,.536,.536,.000,.771,.577,.536,F-C,boozeca01
1234,Caron Butler,MIA,1,10,2002,Connecticut,2002-03,22,MIA,78,78,0,2858,429,1032,395,925,34,107,309,375,135,262,397,213,137,31,192,230,1201,.416,.427,.318,.824,.502,.432,F,butleca01
1235,Rasual Butler,MIA,2,53,2002,La Salle,2002-03,23,MIA,72,28,0,1514,207,572,157,401,50,171,76,104,29,157,186,93,21,43,77,105,540,.362,.392,.292,.731,.437,.406,F-G,butlera01
1236,Dan Dickau,SAC,1,28,2002,Gonzaga,2002-03,24,ATL,50,0,0,515,70,170,48,109,22,61,21,26,9,34,43,85,14,2,53,66,183,.412,.440,.361,.808,.504,.476,G,dickada01
1237,Juan Dixon,WAS,1,17,2002,Maryland,2002-03,24,WAS,42,3,0,647,104,271,79,187,25,84,37,46,13,59,72,40,26,3,42,54,270,.384,.422,.298,.804,.464,.430,G,dixonju01
1238,Mike Dunleavy,GSW,1,3,2002,Duke,2002-03,22,GSW,82,3,0,1305,168,417,116,267,52,150,78,100,66,148,214,106,53,19,86,120,466,.403,.434,.347,.780,.505,.465,F-G,dunlemi02
1239,Melvin Ely,LAC,1,12,2002,Fresno State,2002-03,24,LAC,52,7,0,802,92,186,92,186,0,0,52,74,64,110,174,15,10,32,50,95,236,.495,.495,,.703,.540,.495,C,elyme01
1240,Dan Gadzuric,MIL,2,34,2002,UCLA,2002-03,24,MIL,49,30,0,760,70,145,70,144,0,1,29,56,66,131,197,9,22,52,27,125,169,.483,.486,.000,.518,.498,.483,C,gadzuda01
1241,Manu Ginóbili,SAS,2,57,1999,,2002-03,25,SAS,69,5,0,1431,174,397,123,249,51,148,126,171,47,114,161,138,96,17,100,170,525,.438,.494,.345,.737,.556,.503,G,ginobma01
1242,Gordan Giriček,DAL,2,40,1999,,2002-03,25,MEMORL,76,62,0,2148,350,803,265,554,85,249,150,183,36,202,238,137,52,8,145,159,935,.436,.478,.341,.820,.529,.489,G-F,giricgo01
1243,Drew Gooden,MEM,1,4,2002,Kansas,2002-03,21,MEMORL,70,47,0,1873,355,777,341,729,14,48,151,212,163,292,455,83,53,35,150,172,875,.457,.468,.292,.712,.503,.466,F,goodedr01
1244,Marcus Haislip,MIL,1,13,2002,Tennessee,2002-03,22,MIL,39,8,0,441,66,153,63,141,3,12,26,38,21,32,53,9,7,18,21,55,161,.431,.447,.250,.684,.474,.441,F,haislma01
1245,Nenê,NYK,1,7,2002,,2002-03,20,DEN,80,53,0,2258,321,619,321,616,0,3,197,341,208,283,491,149,127,65,181,295,839,.519,.521,.000,.578,.545,.519,F-C,hilarne01
1246,Ryan Humphrey,UTA,1,19,2002,Notre Dame,2002-03,23,MEMORL,48,1,0,444,35,120,35,120,0,0,23,39,34,65,99,11,9,18,23,75,93,.292,.292,,.590,.339,.292,F,humphry01
1247,Casey Jacobsen,PHO,1,22,2002,Stanford,2002-03,21,PHO,72,0,0,1147,122,327,70,162,52,165,72,105,29,54,83,73,35,6,55,90,368,.373,.432,.315,.686,.493,.453,G-F,jacobca01
1248,Marko Jarić,LAC,2,30,2000,,2002-03,24,LAC,66,12,0,1379,179,446,126,280,53,166,79,105,35,125,160,193,97,11,103,125,490,.401,.450,.319,.752,.498,.461,G,jaricma01
1249,Chris Jefferies,LAL,1,27,2002,Fresno State,2002-03,22,TOR,51,10,0,666,75,194,57,140,18,54,29,43,16,43,59,22,19,16,45,56,197,.387,.407,.333,.674,.463,.433,G-F,jeffech01
1250,Jared Jeffries,WAS,1,11,2002,Indiana,2002-03,21,WAS,20,1,0,292,30,63,27,57,3,6,16,29,26,32,58,16,8,5,21,28,79,.476,.474,.500,.552,.521,.500,F,jeffrja01
1251,Ken Johnson,MIA,2,49,2001,Ohio State,2002-03,24,MIA,16,0,0,156,15,37,15,37,0,0,2,6,4,28,32,0,1,12,6,20,32,.405,.405,,.333,.404,.405,F-C,johnske03
1252,Fred Jones,IND,1,14,2002,Oregon,2002-03,23,IND,19,1,0,115,9,24,7,17,2,7,3,4,4,5,9,5,6,1,6,13,23,.375,.412,.286,.750,.446,.417,G-F,jonesfr01
1253,Sean Lampley,CHI,2,45,2001,California,2002-03,23,MIA,35,0,0,487,56,129,56,125,0,4,57,82,26,57,83,31,7,3,25,43,169,.434,.448,.000,.695,.512,.434,F,lamplse01
1254,Tito Maddox,HOU,2,38,2002,Fresno State,2002-03,21,HOU,9,0,0,35,3,12,3,9,0,3,5,8,1,6,7,5,3,1,3,4,11,.250,.333,.000,.625,.354,.250,G,maddoti01
1255,Roger Mason,CHI,2,31,2002,Virginia,2002-03,22,CHI,17,0,0,113,11,31,5,13,6,18,2,2,2,10,12,12,4,0,5,20,30,.355,.385,.333,1.000,.471,.452,G,masonro01
1256,Yao Ming,HOU,1,1,2002,,2002-03,22,HOU,82,72,1,2382,401,805,400,803,1,2,301,371,196,479,675,137,31,147,173,230,1104,.498,.498,.500,.811,.570,.499,C,mingya01
1257,Ronald Murray,MIL,2,42,2002,Shaw,2002-03,23,MILSEA,14,0,0,62,11,31,11,26,0,5,5,8,0,4,4,5,4,0,8,0,27,.355,.423,.000,.625,.391,.355,G,murraro01
1258,Boštjan Nachbar,HOU,1,15,2002,,2002-03,22,HOU,14,1,0,77,11,31,9,21,2,10,5,10,3,8,11,3,2,2,6,13,29,.355,.429,.200,.500,.410,.387,F,nachbbo01
1259,Mehmet Okur,DET,2,38,2001,,2002-03,23,DET,72,9,0,1366,180,423,142,311,38,112,96,131,117,218,335,71,25,39,66,167,494,.426,.457,.339,.733,.514,.470,C-F,okurme01
1260,Chris Owens,MIL,2,48,2002,Texas,2002-03,23,MEM,1,0,0,6,2,3,2,3,0,0,0,0,1,0,1,0,0,0,1,0,4,.667,.667,,,.667,.667,F,owensch01
