player_id,player,draft_year,rookie_season,age,height_in,weight_lbs,position,games,minutes,mpg,usg_pct,pts,reb,ast,stl,blk,tov,fga,fgm,fg_pct,fg3a,fg3m,fg3_pct,fta,ftm,ft_pct,ftr,off_rating,def_rating,net_rating,pace,bpm,vorp
2738.0,Andre Iguodala,2004.0,2005,,78.0,215.0,Guard-Forward,82,2680.843333333333,32.69321138211382,,741.0,464.0,246.0,138.0,48.0,139.0,546.0,269.0,0.493,142.0,47.0,0.331,210.0,156.0,0.743,0.3846153846153846,,,,,,
2740.0,Andris Biedriņš,2004.0,2005,,84.0,250.0,Center,30,382.305,12.7435,,109.0,118.0,12.0,12.0,24.0,12.0,78.0,45.0,0.577,1.0,0.0,0.0,40.0,19.0,0.475,0.5128205128205128,,,,,,
2742.0,Sebastian Telfair,2004.0,2005,,72.0,170.0,Guard,68,1330.14,19.56088235294117,,460.0,104.0,224.0,35.0,4.0,125.0,430.0,169.0,0.393,69.0,17.0,0.246,133.0,105.0,0.789,0.3093023255813953,,,,,,
2743.0,Kris Humphries,2004.0,2005,,81.0,235.0,Forward,67,869.0166666666667,12.970398009950248,,278.0,197.0,43.0,25.0,18.0,52.0,287.0,116.0,0.404,6.0,2.0,0.333,101.0,44.0,0.436,0.3519163763066202,,,,,,
2744.0,Al Jefferson,2004.0,2005,,82.0,280.0,Center,71,1044.215,14.70725352112676,,475.0,312.0,24.0,22.0,55.0,66.0,369.0,195.0,0.528,3.0,0.0,0.0,135.0,85.0,0.63,0.3658536585365853,,,,,,
2746.0,Josh Smith,2004.0,2005,,81.0,225.0,Forward,74,2049.9416666666666,27.70191441441441,,715.0,457.0,127.0,59.0,144.0,135.0,602.0,274.0,0.455,23.0,4.0,0.174,237.0,163.0,0.688,0.393687707641196,,,,,,
2747.0,J.R. Smith,2004.0,2005,,78.0,220.0,Guard,76,1863.5216666666668,24.52002192982456,,782.0,152.0,142.0,55.0,11.0,109.0,748.0,295.0,0.394,281.0,81.0,0.288,161.0,111.0,0.689,0.2152406417112299,,,,,,
2749.0,Jameer Nelson,2004.0,2005,,72.0,190.0,Guard,79,1614.9766666666667,20.442742616033755,,689.0,193.0,237.0,78.0,3.0,117.0,628.0,286.0,0.455,141.0,44.0,0.312,107.0,73.0,0.682,0.1703821656050955,,,,,,
2754.0,Tony Allen,2004.0,2005,,76.0,213.0,Guard-Forward,77,1254.4733333333334,16.291861471861473,,492.0,221.0,64.0,76.0,24.0,77.0,387.0,184.0,0.475,31.0,12.0,0.387,152.0,112.0,0.737,0.3927648578811369,,,,,,
2757.0,Beno Udrih,2004.0,2005,,75.0,205.0,Guard,80,1155.2,14.44,,471.0,83.0,150.0,41.0,10.0,77.0,390.0,173.0,0.444,142.0,58.0,0.408,89.0,67.0,0.753,0.2282051282051282,,,,,,
2758.0,David Harrison,2004.0,2005,,84.0,280.0,Center,43,759.9083333333333,17.672286821705427,,264.0,135.0,13.0,16.0,55.0,53.0,184.0,106.0,0.576,0.0,0.0,0.0,91.0,52.0,0.571,0.4945652173913043,,,,,,
2760.0,Anderson Varejão,2004.0,2005,,83.0,260.0,Forward,54,868.7616666666667,16.08817901234568,,266.0,257.0,27.0,41.0,38.0,26.0,193.0,99.0,0.513,2.0,0.0,0.0,127.0,68.0,0.535,0.6580310880829016,,,,,,
2761.0,Jackson Vroman,2004.0,2005,,82.0,220.0,Forward-Center,46,706.105,15.350108695652176,,212.0,175.0,40.0,25.0,19.0,64.0,199.0,82.0,0.412,3.0,0.0,0.0,75.0,48.0,0.64,0.3768844221105528,,,,,,
2767.0,Royal Ivey,2004.0,2005,,76.0,200.0,Guard,62,813.5316666666666,13.121478494623656,,220.0,84.0,103.0,39.0,7.0,58.0,198.0,85.0,0.429,9.0,3.0,0.333,67.0,47.0,0.701,0.3383838383838384,,,,,,
2768.0,Chris Duhon,2004.0,2005,,73.0,190.0,Guard,82,2171.7633333333333,26.48491869918699,,487.0,213.0,398.0,82.0,3.0,119.0,488.0,172.0,0.352,265.0,94.0,0.355,67.0,49.0,0.731,0.1372950819672131,,,,,,
2772.0,Trevor Ariza,2004.0,2005,,80.0,215.0,Forward,80,1380.631666666667,17.257895833333333,,468.0,242.0,85.0,70.0,18.0,73.0,389.0,172.0,0.442,13.0,3.0,0.231,174.0,121.0,0.695,0.4473007712082262,,,,,,
101106.0,Andrew Bogut,2005.0,2006,,84.0,260.0,Center,82,2348.13,28.63573170731708,,768.0,573.0,192.0,49.0,68.0,125.0,606.0,323.0,0.533,3.0,0.0,0.0,194.0,122.0,0.629,0.3201320132013201,,,,,,
101107.0,Marvin Williams,2005.0,2006,,80.0,237.0,Forward,79,1952.2616666666668,24.71217299578059,,672.0,383.0,63.0,48.0,24.0,83.0,531.0,235.0,0.443,53.0,13.0,0.245,253.0,189.0,0.747,0.4764595103578154,,,,,,
101114.0,Deron Williams,2005.0,2006,,75.0,200.0,Guard,80,2306.633333333333,28.832916666666662,,864.0,194.0,359.0,60.0,17.0,145.0,805.0,339.0,0.421,219.0,91.0,0.416,135.0,95.0,0.704,0.1677018633540372,,,,,,
101108.0,Chris Paul,2005.0,2006,,72.0,175.0,Guard,78,2808.475,36.00608974358974,,1258.0,400.0,611.0,175.0,6.0,183.0,947.0,407.0,0.43,177.0,50.0,0.282,465.0,394.0,0.847,0.4910242872228089,,,,,,
101109.0,Raymond Felton,2005.0,2006,,73.0,205.0,Guard,80,2405.708333333333,30.07135416666667,,948.0,265.0,446.0,102.0,8.0,182.0,883.0,345.0,0.391,271.0,97.0,0.358,222.0,161.0,0.725,0.2514156285390713,,,,,,
101111.0,Charlie Villanueva,2005.0,2006,,83.0,232.0,Forward,81,2361.0066666666667,29.1482304526749,,1053.0,521.0,88.0,60.0,63.0,99.0,940.0,435.0,0.463,214.0,70.0,0.327,160.0,113.0,0.706,0.1702127659574468,,,,,,
101112.0,Channing Frye,2005.0,2006,,84.0,255.0,Forward-Center,65,1572.355,24.190076923076923,,802.0,374.0,53.0,30.0,47.0,97.0,640.0,305.0,0.477,9.0,3.0,0.333,229.0,189.0,0.825,0.3578125,,,,,,
101113.0,Ike Diogu,2005.0,2006,,81.0,250.0,Forward,69,1031.4083333333333,14.94794685990338,,486.0,229.0,29.0,15.0,30.0,78.0,334.0,175.0,0.524,0.0,0.0,0.0,168.0,136.0,0.81,0.5029940119760479,,,,,,
101118.0,Sean May,2005.0,2006,,81.0,266.0,Center-Forward,23,398.4316666666667,17.323115942028984,,189.0,109.0,22.0,17.0,12.0,33.0,171.0,70.0,0.409,5.0,0.0,0.0,64.0,49.0,0.766,0.3742690058479532,,,,,,
